NAME_OF_ITEM,TYPE_OF_ITEM,RARITY,TIER,GEAR_SCORE
Balanced Blade,Rapier,Rare,Tier III,360
Hardy Fisherman's Smock,Light Chestwear,Rare,Tier III,360
Gaia's Whim,Life Staff,Rare,Tier III,360
Guardian's Grips,Medium Glove,Rare,Tier III,350
Assasin's Fitted Breastplate,Medium Chestwear,Rare,Tier III,350
Justicar's Chestguard,Heavy Chestwear,Uncommon,Tier III,350
Master Cannoneer's Rapier,Rapier,Rare,Tier III,350
Desecrated Gauntlets,Heavy Glove,Common,Tier III,350-400
Purest Intentions,Fire Staff,Rare,Tier III,360
Molten Mittens,Heavy Glove,Uncommon,Tier III,350
Decorative Rapier,Rapier,Rare,Tier III,350
Crow's Nest,Hatchet,Rare,Tier III,360
Captain's Prerogative,Ice Gauntlet,Rare,Tier III,350
Chained Darkness,Life Staff,Rare,Tier III,350
Reinforced Stalker's Mask,Medium Headwear,Rare,Tier III,350
Shizaru's Sorrow,Spear,Epic,Tier III,350
Reinforced Covenant Defender Coat of the Brigand,Medium Chestwear,Rare,Tier III,345
Flárádr Mjölnir,War Hammer,Rare,Tier III,350
Reinforced Syndicate Chronicler Pants of the Brigand,Medium Legwear,Rare,Tier III,345
Dead Silence,Round Shield,Rare,Tier III,350
Stormlight,Life Staff,Rare,Tier III,350
Reinforced Syndicate Chronicler Coat of the Brigand,Medium Chestwear,Rare,Tier III,345
Reinforced Covenant Defender Headgear of the Brigand,Medium Headwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Pants of the Brigand,Medium Legwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Boots of the Brigand,Medium Footwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Mitts of the Brigand,Medium Glove,Rare,Tier III,345
Reinforced Marauder Groundbreaker Coat of the Brigand,Medium Chestwear,Rare,Tier III,345
Madman's Spellstaff,Fire Staff,Rare,Tier III,350
Reinforced Syndicate Chronicler Headgear of the Brigand,Medium Headwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Boots of the Brigand,Medium Footwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Gloves of the Priest,Light Glove,Rare,Tier III,345
Reinforced Marauder Groundbreaker Headgear of the Brigand,Medium Headwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Leggings of the Priest,Light Legwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Shirt of the Priest,Light Chestwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Shoes of the Priest,Light Footwear,Rare,Tier III,345
Reinforced Syndicate Chronicler Hat of the Priest,Light Headwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Mitts of the Brigand,Medium Glove,Rare,Tier III,345
Reinforced Covenant Defender Shoes of the Priest,Light Footwear,Rare,Tier III,345
Reinforced Covenant Defender Leggings of the Priest,Light Legwear,Rare,Tier III,345
Marauder Gladiator Jacket of the Barbarian,Light Chestwear,Rare,Tier III,345
Marauder Gladiator Headwear of the Barbarian,Light Headwear,Rare,Tier III,345
Reinforced Covenant Defender Gloves of the Priest,Light Glove,Rare,Tier III,345
Syndicate Scrivener Shoes of the Brigand,Medium Footwear,Rare,Tier III,345
Syndicate Scrivener Gloves of the Brigand,Medium Glove,Rare,Tier III,345
Reinforced Covenant Defender Hat of the Priest,Light Headwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Shoes of the Priest,Light Footwear,Rare,Tier III,345
Syndicate Scrivener Coat of the Brigand,Medium Chestwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Leggings of the Priest,Light Legwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Shirt of the Priest,Light Chestwear,Rare,Tier III,345
Reinforced Covenant Defender Shirt of the Priest,Light Chestwear,Rare,Tier III,345
Covenant Templar Pants of the Brigand,Medium Legwear,Rare,Tier III,345
Reinforced Marauder Groundbreaker Gloves of the Priest,Light Glove,Rare,Tier III,345
Covenant Templar Headwear of the Brigand,Light Headwear,Rare,Tier III,345
Syndicate Scrivener Pants of the Brigand,Medium Legwear,Rare,Tier III,345
Syndicate Scrivener Hat of the Brigand,Medium Headwear,Rare,Tier III,345
Covenant Templar Shoes of the Brigand,Medium Footwear,Rare,Tier III,345
Covenant Templar Jacket of the Brigand,Light Chestwear,Rare,Tier III,345
Marauder Gladiator Handcovers of the Barbarian,Light Glove,Rare,Tier III,345
Marauder Gladiator Footwear of the Brigand,Light Footwear,Rare,Tier III,345
Marauder Gladiator Leggings of the Brigand,Light Legwear,Rare,Tier III,345
Marauder Gladiator Handcovers of the Brigand,Light Glove,Rare,Tier III,345
Syndicate Scrivener Breastplate of the Brigand,Heavy Chestwear,Rare,Tier III,345
Covenant Templar Legguards of the Brigand,Heavy Legwear,Rare,Tier III,345
Marauder Gladiator Jacket of the Brigand,Light Chestwear,Rare,Tier III,345
Marauder Gladiator Headwear of the Brigand,Light Headwear,Rare,Tier III,345
Covenant Templar Gauntlets of the Brigand,Heavy Glove,Rare,Tier III,345
Syndicate Scrivener Boots of the Brigand,Heavy Footwear,Rare,Tier III,345
Syndicate Scrivener Legguards of the Brigand,Heavy Legwear,Rare,Tier III,345
Syndicate Scrivener Gauntlets of the Brigand,Heavy Glove,Rare,Tier III,345
Syndicate Scrivener Helm of the Brigand,Heavy Headwear,Rare,Tier III,345
Covenant Templar Boots of the Brigand,Heavy Footwear,Rare,Tier III,345
Covenant Templar Breastplate of the Brigand,Heavy Chestwear,Rare,Tier III,345
Marauder Gladiator Boots of the Brigand,Heavy Footwear,Rare,Tier III,345
Syndicate Scrivener Jacket of the Occultist,Light Chestwear,Rare,Tier III,345
Syndicate Scrivener Headwear of the Occultist,Light Headwear,Rare,Tier III,345
Marauder Gladiator Legguards of the Brigand,Heavy Legwear,Rare,Tier III,345
Marauder Gladiator Gauntlets of the Brigand,Heavy Glove,Rare,Tier III,345
Covenant Templar Helm of the Brigand,Heavy Headwear,Rare,Tier III,345
Syndicate Scrivener Shoes of the Occultist,Medium Footwear,Rare,Tier III,345
Marauder Gladiator Breastplate of the Brigand,Heavy Chestwear,Rare,Tier III,345
Marauder Gladiator Helm of the Brigand,Heavy Headwear,Rare,Tier III,345
Covenant Templar Footwear of the Occultist,Light Footwear,Rare,Tier III,345
Covenant Templar Leggings of the Occultist,Light Legwear,Rare,Tier III,345
Marauder Gladiator Headwear of the Occultist,Light Headwear,Rare,Tier III,345
Marauder Gladiator Footwear of the Occultist,Light Footwear,Rare,Tier III,345
Covenant Templar Headwear of the Occultist,Light Headwear,Rare,Tier III,345
Covenant Templar Jacket of the Occultist,Light Chestwear,Rare,Tier III,345
Marauder Gladiator Leggings of the Occultist,Light Legwear,Rare,Tier III,345
Marauder Gladiator Handcovers of the Occultist,Light Glove,Rare,Tier III,345
Covenant Templar Handcovers of the Occultist,Light Glove,Rare,Tier III,345
Marauder Gladiator Jacket of the Occultist,Light Chestwear,Rare,Tier III,345
Syndicate Scrivener Handcovers of the Occultist,Light Glove,Rare,Tier III,345
Syndicate Scrivener Shoes of the Cleric,Medium Footwear,Rare,Tier III,345
Epsilon Hoop,Jewelry - Ring,Rare,Tier III,345
Captain's Perogative,Ice Gauntlet,Rare,Tier III,345
Syndicate Scrivener Pants of the Cleric,Medium Legwear,Rare,Tier III,345
Syndicate Scrivener Gloves of the Cleric,Medium Glove,Rare,Tier III,345
Syndicate Scrivener Hat of the Cleric,Medium Headwear,Rare,Tier III,345
Syndicate Scrivener Coat of the Cleric,Medium Chestwear,Rare,Tier III,345
Covenant Templar Coat of the Cleric,Medium Chestwear,Rare,Tier III,345
Covenant Templar Shoes of the Cleric,Medium Footwear,Rare,Tier III,345
Covenant Templar Pants of the Cleric,Medium Legwear,Rare,Tier III,345
Covenant Templar Gloves of the Cleric,Medium Glove,Rare,Tier III,345
Covenant Templar Hat of the Cleric,Medium Headwear,Rare,Tier III,345
Marauder Gladiator Pants of the Cleric,Medium Legwear,Rare,Tier III,345
Marauder Gladiator Shoes of the Cleric,Medium Footwear,Rare,Tier III,345
Marauder Gladiator Gloves of the Cleric,Medium Glove,Rare,Tier III,345
Marauder Gladiator Hat of the Cleric,Medium Headwear,Rare,Tier III,345
Syndicate Scrivener Jacket of the Cleric,Light Chestwear,Rare,Tier III,345
Syndicate Scrivener Footwear of the Cleric,Light Footwear,Rare,Tier III,345
Syndicate Scrivener Handcovers of the Cleric,Light Glove,Rare,Tier III,345
Syndicate Scrivener Leggings of the Cleric,Light Legwear,Rare,Tier III,345
Forsaken Cloth Pants,Light Legwear,Common,Tier III,325-400
Forsaken Cloth Shirt,Light Chestwear,Common,Tier III,325-400
Forsaken Cloth Gloves,Light Glove,Common,Tier III,325-400
Marauder Gladiator Coat of the Cleric,Medium Chestwear,Rare,Tier III,345
Forsaken Leather Boots,Medium Footwear,Common,Tier III,325-400
Forsaken Leather Pants,Medium Legwear,Common,Tier III,325-400
Forsaken Leather Gloves,Medium Glove,Common,Tier III,325-400
Forsaken Leather Coat,Medium Chestwear,Common,Tier III,325-400
Syndicate Scrivener Headwear of the Cleric,Light Headwear,Rare,Tier III,345
Forsaken Cloth Hat,Light Headwear,Common,Tier III,325-400
Forsaken Leather Hat,Medium Headwear,Common,Tier III,325-400
Covenant Templar Footwear of the Cleric,Light Footwear,Rare,Tier III,345
Forsaken Greaves,Heavy Legwear,Common,Tier III,325-400
Forsaken Gauntlets,Heavy Glove,Common,Tier III,325-400
Forsaken Boots,Heavy Footwear,Common,Tier III,325-400
Forsaken Helm,Heavy Headwear,Common,Tier III,325-400
Forsaken Breastplate,Heavy Chestwear,Common,Tier III,325-400
Adventurer's Longsword,Sword,Uncommon,Tier III,330
Forsaken Greaves,Heavy Legwear,Common,Tier III,325-400
Forsaken Gauntlets,Heavy Glove,Common,Tier III,325-400
Primeval Cloth Shoes,Light Footwear,Common,Tier III,325-400
Forsaken Helm,Heavy Headwear,Common,Tier III,325-400
Adventurer's Hatchet,Hatchet,Uncommon,Tier III,330
Primeval Cloth Shirt,Light Chestwear,Common,Tier III,325-400
Primeval Cloth Gloves,Light Glove,Common,Tier III,325-400
Primeval Cloth Hat,Light Headwear,Common,Tier III,325-400
Primeval Leather Coat,Medium Chestwear,Common,Tier III,325-400
Primeval Leather Boots,Medium Footwear,Common,Tier III,325-400
Windsward Cleaver,Hatchet,Rare,Tier III,330
Forsaken Breastplate,Heavy Chestwear,Common,Tier III,325-400
Primeval Leather Pants,Medium Legwear,Common,Tier III,325-400
Primeval Leather Gloves,Medium Glove,Common,Tier III,325-400
Primeval Leather Hat,Medium Headwear,Common,Tier III,325-400
Primeval Boots,Heavy Footwear,Common,Tier III,325-400
Primeval Greaves,Heavy Legwear,Common,Tier III,325-400
Primeval Gauntlets,Heavy Glove,Common,Tier III,325-400
Primeval Cloth Pants,Light Legwear,Common,Tier III,325-400
Syndicate Scrivener Life Staff,Life Staff,Rare,Tier III,320
Syndicate Scrivener Kite Shield,Kite Shield,Uncommon,Tier III,320
Syndicate Scrivener Round Shield,Kite Shield,Uncommon,Tier III,320
Marauder Gladiator Kite Shield,Round Shield,Uncommon,Tier III,320
Marauder Gladiator Round Shield,Round Shield,Uncommon,Tier III,320
Covenant Templar Spear,Spear,Rare,Tier III,320
Primeval Helm,Heavy Headwear,Common,Tier III,325-400
Syndicate Scrivener Spear,Spear,Rare,Tier III,320
Marauder Gladiator Spear,Spear,Rare,Tier III,320
Covenant Templar Rapier,Rapier,Rare,Tier III,320
Syndicate Scrivener Rapier,Rapier,Rare,Tier III,320
Primeval Breastplate,Heavy Chestwear,Common,Tier III,325-400
Covenant Templar War Hammer,War Hammer,Rare,Tier III,320
Syndicate Scrivener War Hammer,War Hammer,Rare,Tier III,320
Marauder Gladiator War Hammer,War Hammer,Rare,Tier III,320
Covenant Templar Life Staff,Life Staff,Rare,Tier III,320
Marauder Gladiator Life Staff,Life Staff,Rare,Tier III,320
Syndicate Scrivener Fire Staff,Fire Staff,Rare,Tier III,320
Covenant Templar Fire Staff,Fire Staff,Rare,Tier III,320
Marauder Gladiator Rapier,Rapier,Rare,Tier III,320
Marauder Gladiator Fire Staff,Fire Staff,Rare,Tier III,320
Covenant Templar Hatchet,Hatchet,Rare,Tier III,320
Syndicate Scrivener Hatchet,Hatchet,Rare,Tier III,320
Marauder Gladiator Hatchet,Hatchet,Rare,Tier III,320
Covenant Templar Bow,Bow,Rare,Tier III,320
Marauder Gladiator Bow,Bow,Rare,Tier III,320
Syndicate Scrivener Bow,Bow,Rare,Tier III,320
Covenant Templar Musket,Musket,Rare,Tier III,320
Syndicate Scrivener Musket,Musket,Rare,Tier III,320
Steel Soldier Boots,Heavy Footwear,Common,Tier III,300-400
Rawhide Trapper Coat,Medium Chestwear,Common,Tier III,300-400
Rugged Leather Explorer Gloves,Medium Glove,Common,Tier III,300-400
Steel Soldier Greaves,Heavy Legwear,Common,Tier III,300-400
Rugged Leather Explorer Hat,Medium Headwear,Common,Tier III,300-400
Rugged Leather Explorer Coat,Medium Chestwear,Common,Tier III,300-400
Steel Heavy Boots,Heavy Footwear,Common,Tier III,300-400
Steel Heavy Breastplate,Heavy Chestwear,Common,Tier III,300-400
Everfall Crusher,War Hammer,Rare,Tier III,305
Rawhide Trapper Hat,Medium Headwear,Common,Tier III,300-400
Steel Heavy Gauntlets,Heavy Glove,Common,Tier III,300-400
Steel Soldier Vambraces,Heavy Glove,Common,Tier III,300-400
Baal Hoop,Jewelry - Ring,Epic,Tier III,305
Steel Heavy Helm,Heavy Headwear,Common,Tier III,300-400
Steel Soldier Helm,Heavy Headwear,Common,Tier III,300-400
Steel Soldier Breastplate,Heavy Chestwear,Common,Tier III,300-400
Steel Heavy Greaves,Heavy Legwear,Common,Tier III,300-400
Gold Brigand Ring of the Brigand,@Armor - Ring,Uncommon,Tier III,300-400
Gold Monk Earring of the Monk,@Armor - Earring,Uncommon,Tier III,300-400
Gold Brigand Earring of the Brigand,@Armor - Earring,Uncommon,Tier III,300-400
Gold Soldier Earring of the Barbarian,@Armor - Earring,Uncommon,Tier III,300-400
Gold Ranger Earring of the Ranger,@Armor - Earring,Uncommon,Tier III,300-400
Gold Sage Earring of the Sage,@Armor - Earring,Uncommon,Tier III,300-400
Gold Scholar Earring of the Scholar,@Armor - Earring,Uncommon,Tier III,300-400
Gold Battlemage Earring of the Occultist,@Armor - Earring,Uncommon,Tier III,300-400
Gold Stalwart Earring of the Sentry,@Armor - Earring,Uncommon,Tier III,300-400
Touch of Frost,Ice Gauntlet,Rare,Tier II,305
Gold Barbarian Earring of the Soldier,@Armor - Earring,Uncommon,Tier III,300-400
Rawhide Trapper Gloves,Medium Glove,Common,Tier III,300-400
Gold Battlemage Ring of the Occultist,@Armor - Ring,Uncommon,Tier III,300-400
Gold Magician Ring of the Mage,@Armor - Ring,Uncommon,Tier III,300-400
Gold Cleric Earring of the Cleric,@Armor - Earring,Uncommon,Tier III,300-400
Gold Duelist Ring of the Duelist,@Armor - Ring,Uncommon,Tier III,300-400
Gold Monk Ring of the Monk,@Armor - Ring,Uncommon,Tier III,300-400
Gold Soldier Ring of the Barbarian,@Armor - Ring,Uncommon,Tier III,300-400
Steel War Hammer,War Hammer,Common,Tier III,300-400
Steel Hatchet,Hatchet,Common,Tier III,300-400
Gold Duelist Earring of the Duelist,@Armor - Earring,Uncommon,Tier III,300-400
Aged Wood Fishing Pole,Tool,Common,Tier III,300-400
Steel Harvesting Sickle,Tool,Common,Tier III,300-400
Steel Mining Pickaxe,Tool,Common,Tier III,300-400
Gold Cleric Ring of the Cleric,@Armor - Ring,Uncommon,Tier III,300-400
Steel Logging Axe,Tool,Common,Tier III,300-400
Common Gemstone Dust,Consumable,Common,Tier III,
Steel Rapier,Rapier,Common,Tier III,300-400
Gold Sage Ring of the Sage,@Armor - Ring,Uncommon,Tier III,300-400
Steel Longsword,Sword,Common,Tier III,300-400
Steel Skinning Knife,Tool,Common,Tier III,300-400
Common Incense,Consumable,Common,Tier III,
Common Oakflesh Balm,Consumable,Common,Tier III,
Common Proficiency Booster,Consumable,Common,Tier III,
Common Honing Stone,Consumable,Common,Tier III,
Burnished Moonstone Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Reinforced Onyx Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Iceproof Aquamarine Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Strong Beast Ward Potion,Consumable,Common,Tier III,
Tempered Emerald Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Padded Jasper Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Fireproof Ruby Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Primeval Diamond Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Imbued Opal Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Abyssal Amethyst Ring,Jewelry - Ring,Uncommon,Tier III,300-400
Spectral Malachite Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Sateen Robe Shoes,Light Footwear,Common,Tier III,300-400
Carnelian Ring,Jewelry - Ring,Uncommon,Tier III,300-400
Empowered Sapphire Earring,Jewelry - Earring,Uncommon,Tier III,300-400
Arboreal Amber Ring,Jewelry - Ring,Uncommon,Tier III,300-400
Insulated Topaz Ring,Jewelry - Ring,Uncommon,Tier III,300-400
Pearl Ring,Jewelry - Ring,Uncommon,Tier III,300-400
Amrine Temple Round Shield,Round Shield,Uncommon,Tier III,300-400
Obelisk Guard Musket,Musket,Uncommon,Tier III,300-400
Burnished Moonstone Ring,Jewelry - Ring,Uncommon,Tier III,300-400
Amrine Temple Musket,Musket,Uncommon,Tier III,300-400
Obelisk Guard Great Axe,Great Axe,Uncommon,Tier III,300-400
Amrine Temple Great Axe,Great Axe,Uncommon,Tier III,300-400
Amrine Temple Bow,Bow,Uncommon,Tier III,300-400
Amrine Temple Longsword,Sword,Uncommon,Tier III,300-400
Obelisk Guard War Hammer,War Hammer,Uncommon,Tier III,300-400
Amrine Temple War Hammer,War Hammer,Uncommon,Tier III,300-400
Sateen Robe Pants,Light Legwear,Common,Tier III,300-400
Obelisk Guard Bow,Bow,Uncommon,Tier III,300-400
Amrine Temple Hatchet,Hatchet,Uncommon,Tier III,300-400
Sateen Shoes,Light Footwear,Common,Tier III,300-400
Obelisk Guard Longsword,Sword,Uncommon,Tier III,300-400
Sateen Pants,Light Legwear,Common,Tier III,300-400
Obelisk Guard Hatchet,Hatchet,Uncommon,Tier III,300-400
Plague Doctor's Mask of the Occultist,Medium Headwear,Rare,Tier III,300-400
Plague Doctor's Coat of the Occultist,Medium Chestwear,Rare,Tier III,300-400
Sorcerer Hunter's  Boots of the Ranger,Medium Footwear,Rare,Tier III,300-400
Sorcerer Hunter's Gauntlets of the Ranger,Medium Glove,Rare,Tier III,300-400
Sorcerer Hunter's Pants of the Ranger,Medium Legwear,Rare,Tier III,300-400
Obelisk Outrider Leggings,Light Legwear,Uncommon,Tier III,300-400
Sorcerer Hunter's Coat of the Ranger,Medium Chestwear,Rare,Tier III,300-400
Obelisk Outrider Shirt,Light Chestwear,Uncommon,Tier III,300-400
Obelisk Outrider Hat,Light Headwear,Uncommon,Tier III,300-400
Sorcerer Hunter's Hat of the Ranger,Medium Headwear,Rare,Tier III,300-400
Obelisk Outrider Shoes,Light Footwear,Uncommon,Tier III,300-400
Amrine Scout Shoes,Light Footwear,Uncommon,Tier III,300-400
Amrine Scout Hat,Light Headwear,Uncommon,Tier III,300-400
Amrine Scout Leggings,Light Legwear,Uncommon,Tier III,300-400
Obelisk Outrider Gloves,Light Glove,Uncommon,Tier III,300-400
Amrine Scout Gloves,Light Glove,Uncommon,Tier III,300-400
Amrine Scout Coat,Light Chestwear,Uncommon,Tier III,300-400
Obelisk Pathfinder Boots,Medium Footwear,Uncommon,Tier III,300-400
Obelisk Pathfinder Pants,Medium Legwear,Uncommon,Tier III,300-400
Syndicate Agent Coat of the Brigand,Medium Chestwear,Rare,Tier III,300-400
Syndicate Agent Hat of the Brigand,Medium Headwear,Rare,Tier III,300-400
Amrine Tracker Leggings,Medium Legwear,Uncommon,Tier III,300-400
Amrine Tracker Shoes,Medium Footwear,Uncommon,Tier III,300-400
Marauder Ranger Gloves of the Brigand,Medium Glove,Rare,Tier III,300-400
Syndicate Scholar's Boots of the Priest,Light Footwear,Rare,Tier III,300-400
Marauder Ranger Boots of the Brigand,Medium Footwear,Rare,Tier III,300-400
Syndicate Scholar's Hat of the Priest,Light Headwear,Rare,Tier III,300-400
Marauder Ranger Pants of the Brigand,Medium Legwear,Rare,Tier III,300-400
Syndicate Scholar's Pants of the Priest,Light Legwear,Rare,Tier III,300-400
Syndicate Scholar's Gloves of the Priest,Light Glove,Rare,Tier III,300-400
Marauder Ranger Coat of the Brigand,Medium Chestwear,Rare,Tier III,300-400
Syndicate Scholar's Coat of the Priest,Light Chestwear,Rare,Tier III,300-400
Marauder Ranger Hat of the Brigand,Medium Headwear,Rare,Tier III,300-400
Covenant Herald's Pants of the Priest,Light Legwear,Rare,Tier III,300-400
Covenant Herald's Boots of the Priest,Light Footwear,Rare,Tier III,300-400
Covenant Herald's Gloves of the Priest,Light Glove,Rare,Tier III,300-400
Covenant Herald's Coat of the Priest,Light Chestwear,Rare,Tier III,300-400
Covenant Herald's Hat of the Priest,Light Headwear,Rare,Tier III,300-400
Marauder Lieutenant's Boots of the Priest,Light Footwear,Rare,Tier III,300-400
Defiled Musket,Musket,Common,Tier III,300-400
Defiled Bow,Bow,Common,Tier III,300-400
Defiled Hatchet,Hatchet,Common,Tier III,300-400
Defiled Great Axe,Great Axe,Common,Tier III,300-400
Defiled War Hammer,War Hammer,Common,Tier III,300-400
Marauder Lieutenant's Pants of the Priest,Light Legwear,Rare,Tier III,300-400
Marauder Lieutenant's Gloves of the Priest,Light Glove,Rare,Tier III,300-400
Defiled Longsword,Sword,Common,Tier III,300-400
Buccaneer's Life Staff of the Sage,Life Staff,Rare,Tier III,300-400
Buccaneer's Fire Staff of the Scholar,Fire Staff,Rare,Tier III,300-400
Buccaneer's Kite Shield of the Soldier,Kite Shield,Uncommon,Tier III,300-400
Buccaneer's Flatbow of the Ranger,Bow,Rare,Tier III,300-400
Buccaneer's Great Axe of the Soldier,Great Axe,Rare,Tier III,300-400
Soaked Warhammer,War Hammer,Common,Tier III,300-400
Buccaneer's Round Shield of the Soldier,Round Shield,Uncommon,Tier III,300-400
Soaked Great Axe,Great Axe,Common,Tier III,300-400
Buccaneer's Musket of the Ranger,Musket,Rare,Tier III,300-400
Buccaneer's War Hammer of the Soldier,War Hammer,Rare,Tier III,300-400
