name,telephone,mail,website
T.C. CONFLANS STE HONORINE,0139196525,contact@tcconflans.fr,http://www.tcconflans.fr/
T.C. COIGNIERES,0134613272,tc.coignieres@fft.fr,http://www.club.fft.fr/tc.coignieres
T.C. CHAMPLAN,0673513194,None,http://www.tcchamplan.fr/
T.C. CHANTELOUP LES VIGNES,0603533479,tc.chanteloup78@gmail.com,http://www.club.fft.fr/tccv
T.C. BRUYERES LE CHATEL,None,tc.bruyereslechatel@fft.fr,http://club.fft.fr/tc-bruyeres
T.C. BRIIS SOUS FORGES,None,tennis.briis@fft.fr,http://www.club.fft.fr/tc.briis-sous-forges
T.C. BAZEMONT,0684818929,tc.bazemont@fft.fr,http://www.club.fft.fr/tc.bazemont
T.C. BOUSSY-ST-ANTOINE,0169001352,boussytennisclub@fft.fr,http://www.club.fft.fr/tc.boussy.st.antoine
T.C. BAILLY NOISY LE ROI,0134626313,secretariat.tcbn@fft.fr,http://www.club3.fft.fr/tcbaillynoisy/
T.C. BEYNES,0134890722,t.c.beynes@orange.fr,http://www.sites.google.com/site/tennisclubbeynes/
T.C. AUFFARGIS,0671667734,tcauffargis@fft.fr,https://www.facebook.com/tennisclubauffargis
T.C. BIEVROIS,0169418244,tcb.bievres@laposte.net,http://www.club.fft.fr/tc.bievrois/
T.C. BONNELLES BULLION,None,tennisclub2b@gmail.com,http://www.club.fft.fr/t.c.2b/
SURESNES (TC),0147516352,tcsuresnes@gmail.com,http://www.club.fft.fr/tc.suresnes/32920050_a/cms/index_public.php?us_action=show_note_siteu0026login_off=1u0026ui_id_site=1
STADE FRANCAIS,0146028347,tennis@stadefrancais.asso.fr,https://stadefrancais.com/tennis/
STANDARD ATHLETIC CLUB,0146261609,contact@saclub.org,http://www.saclub.org/whats-on-now/
ST CYR TC,0134600727,sctc.tennis-2@orange.fr,http://www.sctc.fr
STADE DE VANVES,0146427444,tennisclub@stadedevanves.com,http://tennis.stade.vanves.free.fr
STE GENEVIEVE S.T.C.,0160158849,bureau@sgstc.fr,http://www.club.fft.fr/sgstc
STE DE JEU DE PAUME - RACQUETS,None,prosquash237@gmail.com,http://www.jdpsquash.com/
SPORT OPTION TENNIS,None,cluboptiontennis@hotmail.com,None
SPORT HORIZON,0764027991,jb@padel-horizon.com,http://www.padel-horizon.com
SPORTING TENNIS CACHAN,0146658436,None,None
SPORTING CHEMINOTS P.O./SCPO,0146804005,scpotennis@orange.fr,http://www.scpo-tennis.com
T.C. ARPAJON,None,tc.arpajon@fft.fr,http://club.fft.fr/tc.arpajon91/
T.C SAINT GERMAIN BEL AIR,0130611826,tcbelair@fft.fr,http://www.tcbelair.fr
SOURDS DE PARIS T.C.,None,None,None
SOR Rosny tennis (Rosny-sous-Bois),0649138638,rosny.tennis@wanadoo.fr,http://www.club.fft.fr/sortennis
SOURCE TC,0139834640,tcsource@fft.fr,http://www.club.fft.fr/tcsource
SOCCER PARK CHAMPIGNY,None,creteil@lefive.fr,https://creteil.lefive.fr/
SEVRES (TC),0145341077,tennis-club-de-sevres@orange.fr,http://www.tcsevres.fr
SCEAUX (TC),0143506983,club@tcsceaux.org,http://www.tcsceaux.org
SOISY TC,0139890471,tcsoisy@orange.fr,http://www.tennis-club-soisy.fr
SERVON TC,0954491522,None,http://www.club.fft.fr/tcservon/
SE PAVILLONS TENNIS,0148488331,contactseptennis@gmail.com,http://tennispavillons.fr
SARTROUVILLE T.C.,0139144791,stc78@orange.fr,http://www.club.fft.fr/sartrouville_tc
SARCELLOIS TC - A.S.S,0139919634,tennisclubsarcellois@orange.fr,http://www.sarcelloistc.fr/
SANNOIS OSS TENNIS-SQUASH-BADMINTON-PADEL,0134109842,osstennis@wanadoo.fr,http://www.club.fft.fr/ossannois
SAINTE ANNE (ASSOC.SPORTIVE),0145658203,None,None
SALESIENNE DE PARIS 17EME,None,tennis@salesiennedeparis.com,http://www.salesiennedeparis.com
SAINT PRIX TC,0134164509,president@tcsp.info,http://tcspinfo.free.fr
SAINT GRATIEN TC,None,contact@sgtc.fr,http://www.sgtc.fr/
SAINT OUEN L'AUMONE (ASSOA),0130371072,assoa.tennis@fft.fr,http://www.club.fft.fr/assoa-tennis/
SAINT CLOUD (UAS),0171176004,uastennis@sfr.fr,http://www.club.fft.fr/uasc
SAINT MICHEL SUR ORGE TENNIS,0169013088,sms.tennis@fft.fr,http://www.club4.fft.fr/sms.tennis/
SAINT DENIS UNION SPORT,0768829355,sdus.tennis@gmail.com,http://www.club.fft.fr/saint-denis.us
S.L.C. ST MICHEL,None,slctennis.stmichel@gmail.com,None
Retour Gagnant,None,None,None
SAINT BRICE (AAE),0134198294,tennis.saintbrice@free.fr,http://www.club.fft.fr/tennis-saintbrice
RUEIL ATHLETIC CLUB,0147515225,club@rueil-ac-tennis.fr,http://www.rueil-ac-tennis.fr
ROISSY EN FRANCE TC,0610158523,tcroissy95@gmail.com,http://www.club.fft.fr/tc.roissy-en-france
RHODIA RECHERCHES,0149376904,None,None
RNS TENNIS,0699861186,rnstennisclub@gmail.com,http://www.rnstennis.fr
RACING TENNIS CLUB DE JOINVILLE,0155972025,rtc.joinville@wanadoo.fr,http://www.club.fft.fr/rtcj
RED STAR CLUB DE CHAMPIGNY,0149837776,rscctennis@bbox.fr,None
RACING CLUB DE FRANCE,014763992,tennis@rcf.asso.fr,http://www.racingclubdefrance.net
RENAULT (ES),0145340363,esrenault.tennis@wanadoo.fr,http://esr.tennis.free.fr
PUTEAUX (CSM),0145067451,csmputeauxtennis@fft.fr,http://www.csmputeauxtennis.com/
PSUC Tennis,None,tennis-info@psuc.fr,https://psuc-tennis.lri.fr/
PONTAULT COMBAULT UMS,0170054960,umspctennis@fft.fr,http://www.club.fft.fr.umspontault
PLESSIS ROBINSON (TC),0146312917,tc.plessis-robinson@orange.fr,http://www.club.fft.fr/tc.plessis-robinson
PONTOISE TC,0749292423,accueil.tcpontoise@gmail.com,http://www.club.fft.fr/tc.pontoise
POLO DE PARIS,0144141030,tennis@polodeparis.com,http://www.polodeparis.com
PIERRELAYE (CS),0626109796,tennis.pierrelaye@gmail.com,https://tennis-pierrelaye.fr/
PLESSIS BOUCHARD  TC,0980555312,tennisclubplessis@gmail.com,http://www.club.fft.fr/plessisbouchard.tc
PEUPLIERS (TC),0147824407,None,None
PASSING SPORT,0143582373,None,https://www.passingsport.fr
PASSING CLUB,0611912897,passing-club.paris@fft.fr,http://passingclub.com
PARTOUT - B14,0181850560,contact@b-14.fr,http://www.b-14.fr
PARNASSIUM TENNIS CLUB du 15ème,None,None,None
PASSING CLUB MAISONS ALFORT,0148991642,pcma.tennis@gmail.com,http://pcma-tennis.fr/
PARIS TENNIS CLUB,0141640169,paristennisclub@hotmail.com,http://ptc.free.fr/
PARIS UNIVERSITE CLUB,0144166265,tennis@puc.paris,http://www.club.fft.fr/puctennis
PARIS D'HIER A.S.,None,None,None
PARIS JEAN BOUIN,0146515540,omnisports@parisjeanbouin.fr,http://www.parisjeanbouin.fr
Oxygène PSA,0689228183,None,http://www.oxygenepsa.fr/
OXYGENE-PSA,0139115074,olivier.letinaud@mpsa.com,None
PARIS COUNTRY CLUB,0147081530,ptetar@pariscountryclub.com,http://www.pariscountryclub.fr
PARIS CENTRE (T.C.),None,tcpariscentre@gmail.com,https://tennis-club-paris-centre.com/
NOTARIAT/CLUB SPORTIF,None,None,None
OMNISPORTS XVI EME,0663405776,omnisports16paris@gmail.com,https://omnisports16.club
NOISIEL TC,0164629958,tennis.club.noisiel@orange.fr,http://www.club.fft.fr/tcnoisiel
OSNY (ATL),0130752850,atlosny@gmail.com,http://www.osny-tennis.com
NEUVILLOIS TC,0683643941,tcneuville95@gmail.com,http://www.club.fft.fr/tc.neuville
NICOLAITE DE CHAILLOT,0147273850,philippe_harrouin@hotmail.com,http://www.nicolaite.com
NEUILLY PLAISANCE SPORTS,0638873050,npstennis@orange.fr,https://www.facebook.com/npstennis/
Maison des jeunes et de la culture,0145131700,None,None
NANTERRE (ES),0147722202,esn.tennis@wanadoo.fr,http://www.club.fft.fr/esnanterre
NEUILLY (AT),0146400328,atn@tennis-neuilly.fr,http://www.club.fft.fr/at-neuilly
MONTVAL CLUB DE MARLY,None,francois@jouanne.org,None
MONTROUGE (SMTC),0140929779,club.smtc-montrouge@fft.fr,http://club.fft.fr/smtc.montrouge
MONTROUGE (CA),0146575900,accueil@camontrouge.fr,http://www.camontrouge.fr
MONTSOULT-BAILLET (US),0134699598,usmbm.tennis@neuf.fr,http://www.club.fft.fr/usmbm.tennis/
MONTMAGNY CH GRIMAUD TC,0139831124,tcmontmagny@fft.fr,http://www.tccg-montmagny.com
MONTMORENCY TC,0139646404,montmorency.tennis.club@cegetel.net,http://montmorencytennisclub.fr
MONTIGNY (TENNIS CLUB MUNICIPAL),0139781188,tcm.mlc.95@free.fr,http://www.tennisclubmontigny.net
MONT VALERIEN (TC),0147721179,tcmv.suresnes@orange.fr,http://www.club.fft.fr/tcmont-valerien/32920030_a/cms/index_public.php?us_action=show_note_siteu0026login_off=1u0026ui_id_site=1
MONTFERMEIL TENNIS 93,0143511053,montfermeiltennis@gmail.com,http://www.club.fft.fr/usmt93
METRO TRANSPORTS/U.S.,None,daniel.montel@gadz.org,None
MEUDON TENNIS (AS),0146264220,secretariat@asmeudontennis.fr,http://www.asmeudontennis.com/
MERIEL (AT),0134648629,at-meriel@fft.fr,http://www.club.fft.fr/at-meriel
MENUCOURT TC,0134667100,communication@tcmenucourt.fr,http://tcmenucourt.fr
MERY SUR OISE TC,0134216864,tennismery@gmail.com,http://www.club.fft.fr/tc.mery
MENIL (TC DU),0147992299,tcmenil@orange.fr,http://www.club.fft.fr/tcmenil
MATCH POINT,0678288745,matchpoint75@gmail.com,None
MBDA Sport Tennis,0142533000,julien.semplici@mbda-systems.com,None
MARGENCY (TC),0634355788,tennis.club.margency@orange.fr,http://www.tennisclub-margency.fr
MASSY A.S.,0169200623,mastennis91@gmail.com,http://www.club.fft.fr/tc.massy.as
MALAKOFF (USM),0142535200,club.usmmalakoff-tennis@fft.fr,None
Ligue de l'Enseignement,None,None,None
LOGNES TC,0160179293,tennisclub-lognes@orange.fr,http://www.club.fft.fr/tclognes
MAISONS ALFORT TC,0143762865,contact@maisonsalforttennisclub.com,http://www.maisonsalforttennisclub.com
LUTECE (TENNIS CLUB),0140311471,contact@tc-lutece.fr,http://www.tc-lutece.fr
LONGPONT T.C.,0169013122,pascal.tennis.ltc@gmail.com,http://www.club.fft.fr/tc.longpont
LIGUE ILE DE FRANCE TENNIS,None,ligue.iledefrance@fft.fr,http://www.tennis-idf.fr
LIVRE (U.S.),0145405588,None,None
LEVALLOIS SPORTING CLUB TENNIS,0147157780,lsct@levallois-tennis.com,http://tennis.levallois-sporting-club.fr
LIBERTY COUNTRY CLUB,0134893836,accueil@mouratoglou.com,https://www.libertycountryclub.fr
LES FILETS DU 7ème,None,filetsdu7eme@hotmail.fr,None
LES MUREAUX VAL DE SEINE TENNIS,0134740825,tcm78130@orange.fr,http://www.lesmureauxtennisclub.fr
LESIGNY USC,0622372274,tc.lesigny@fft.fr,https://tennis-idf.fr/usclesigny/
LES FAISANS DU PARC DE VILLENEUVE LE ROI,0145970916,faisanduparc@orange.fr,https://fpvr.sportsregions.fr
LE PIN TC,None,None,None
LE PADEL CLUB BOIS D ARCY,0954721843,contact@lepadelclub.com,http://www.lepadelclub.com
LES ESSARTS T.C.,0670112577,essartstc@gmail.com,http://www.club.fft.fr/essartstennis
LASA SPORT ORGANISATION,0671911874,lasasportorganisation@gmail.com,None
LE BOURGET TENNIS CLUB,0148354844,juliencis@hotmail.com,http://www.club.fft.fr/tennis.le-bourget
LAWN TENNIS DE SAINT MANDE,0143281331,contact@ltsm.fr,http://www.ltsm.fr
LAGARDERE PARIS RACING,0142308636,mhcharpentier@lagardere-paris-racing.fr,http://www.lagardereparisracing.com/
LA FRETTE TC,0609865467,tclafrette@fft.fr,http://www.club.fft.fr/tc.lafrette
LA FONTAINE (TC),0140910614,32920133@fft.fr,http://www.club.fft.fr/tc.lafontaine/57920133_a/cms/index_public.php?us_action=s
LA CHATAIGNERAIE (TC),0147516672,infos@tennisclubdelachataigneraie.com,http://www.tennisclubdelachataigneraie.com
LA CAMILLIENNE SPORTS 12EME,None,tenniscamillienne@gmail.com,https://www.lacamillienne.fr/activites/tennis/
JOINVILLE (T.C.P.),0143287360,tcpj@orange.fr,http://www.tcpjoinville.fr
LA CHATAIGNERAIE  TC,0130408090,tclachataigneraie@fft.fr,http://www.facebook.com/TCLC95
JOCASSIEN TC,0172584600,tcjoc.contact@gmail.com,http://www.club.fft.fr/tc.jocassien
J.S.EUROPEENNE/CHAMPERRET,0680550443,jse.champerret@free.fr,http://www.club.fft.fr/jse.champerret
INTERNATIONAL T.C.,0145407839,contact@internationaltc.fr,http://www.club.fft.fr/internationaltc
J.S.A. MAISONS ALFORT,0143533275,jsa.tennis@neuf.fr,http://www.jsa-tennis.com/
I.N.S.E.P.-A.C.S.E.S.,0141744501,acses@insep.fr,None
ISSY-LES-MOULINEAUX (TC),0147364892,club@tennis-issy.com,http://www.tennis-issy.com
HAUTS DE SEINE (ASTC),0147246767,None,None
H.E.C.(ASSOCIATION TENNIS),0139677137,vitti@hec.fr,None
HERBLAY (AST),0139786880,asthclub@gmail.com,http://www.club.fft.fr/asth
GROSLAY TENNIS CLUB,0139839876,delplanque.mi@orange.fr,http://www.club.fft.fr/tcgroslay
GRAND SLAM TENNIS,0630301672,contact@grandslamtennis.fr,https://grandslamtennis.fr/
GOLF ET TENNIS DES HARAS DE JARDY (AS),0147013580,accueil@golftennisjardy.com,http://www.golftennisjardy.com/
GOUSSAINVILLE (TCM),0139888025,tcmgoussainville@fft.fr,http://www.club.fft.fr/tcmg
GONESSE TC,0134538781,tennisclubgonesse@gmail.com,http://www.club.fft.fr/tcgonesse
GARGEOISE (AS),None,gaucherandmyriam@gmail.com,http://www.club.fft.fr/as.gargeoise
GENNEVILLOIS (TC),0140851879,club.tc.gennevillois@fft.fr,http://www.noustcg.com
GAZELEC CMCAS 94,0695161055,None,None
GARENNOIS (TC),0147827973,tcga@tcga.fr,http://tcgarennois.sportsregions.fr/
FRATERNEL T.C.DU 19EME,None,None,None
FOREST HILL (TC MEUDON),0146300030,None,https://www.forest-hill.fr/club/forest-hill-meudon-velizy
GARCHES TENNIS CLUB,0147010022,contact@garchestc.fr,http://www.garchestc.fr
FONTENAY TENNIS CLUB,0621438146,detenteetloisirs@hotmail.fr,None
FRANCONVILLE TC,0175407520,tennis.club.franconville@cegetel.net,https://tcfranconville.fr/
FONTENAY TC,0235302346,fontenaytennisclub@gmail.com,http://www.club.fft.fr/tc-fontenay
FETE LE MUR LA COURNEUVE,0658653569,mohamed.assaoui@fetelemur.com,http://www.fetelemur.com
FEMININ PARIS/CERCLE,0149090266,cfp.secretariat@wanadoo.fr,http://www.cf-paris.com/la-section-tennis/
FEMINA SPORT,0145416408,feminasport@orange.fr,http://www.femina1912.fr
Energy Tennis Bièvres Academy,0147015960,contact@energyacademy.fr,http://www.energyacademy.fr/
ESPERANCE SPORTIVE STAINS,0698253798,ess.tennisclub@free.fr,http://www.club.fft.fr/ess.tennis
EZANVILLE-ECOUEN (US),0621946502,ezanville-ecouen-us@fft.fr,http://www.club.fft.fr/ezanville-ecouen
ES RAINCY TENNIS,0143010979,leraincytennis@orange.fr,http://www.club.fft.fr/esraincytennis
ES VITRY,0146820053,esv.tennis@yahoo.com,http://www.club.fft.fr/esvitrytennis
ES VILLIERS,0149308181,tennis.esv@gmail.com,http://www.esvilliers-tennis.fr
ES CAUDACIENNE,None,esc.tennis.bureau@gmail.com,https://ballejaune.com/club/esctennis
ERMONT A.C.T.,0134152500,actennis@wanadoo.fr,http://www.act-ermont.fr
EPP GERVAISIENNE,0148403892,eppg.tennis@outlook.fr,None
ERAGNY  TC,0130371490,tenniscluberagny@gmail.com,http://www.tceragny.fr
ENTENTE SPORTIVE CULTURELLE XI,0603517268,adnfrio@neuf.fr,None
ENTENTE SPORTIVE DU 18EME,0146067181,None,None
ENNERY US,0612821706,usennerytennis@orange.fr,http://www.club.fft.fr/usennery
ENGHIEN TC,0608001944,enghientc@free.fr,http://www.club.fft.fr/enghientc
ENFANTS DE PASSY,0660239133,None,http://www.les-enfants-de-passy.fr
EMERAINVILLE MALNOUE TC,None,tc.emerainville@fft.fr,http://www.club.fft.fr/tc.emerainville
ECOLE DES SPORTS DU 16 EME,0622709112,ES16@wanadoo.fr,None
ELAN CHEVILLY LARUE,0658787780,tennischevilly@gmail.com,https://m.facebook.com/pages/category/Performance---Event-Venue/Elan-Chevilly-Tennis-1784430115142828/?locale2=fr_FR
ECOLE DE TENNIS DU 12EME,0143764525,None,None
EAUBONNE (JA),0134129695,sports.jae@gmail.com,http://www.club.fft.fr/ja.eaubonne
EAUBONNE (CSM),0134161578,csm-eaubonne@wanadoo.fr,http://www.club.fft.fr/csmeaubonne
E.S.A.M. LES MUREAUX,None,maximilien.ancel@ariane.group,None
E.T. ORSAY,0169418531,contact@ato-club.com,http://www.ato-club.com
E.S. PLESSIS PATE TENNIS,0169889128,espptennis91@gmail.com,http://espp.tennis91.free.fr/
DUMAS VOLTAIRE (A.S.),None,None,http://www.asdumasvoltaire.fr
E.S. MASSY,0160114279,esmassytennis@fft.fr,http://club.fft.fr/esmassytennis/
E.S. VIRY-CHATILLON,0169053914,esv.tennis@wanadoo.fr,http://www.club.fft.fr/tc.viry-chatillon/
DRAVEIL CITADELLE TENNIS CLUB,0623240664,draveil-citadelle.tc@fft.fr,http://www.club.fft.fr/draveil-citadelle.tc
DEFISPORT PARIS,None,nicolasbrion.defisportparis@gmail.com,http://defisportparis.com
DOMONT TENNIS CLUB,0139917743,luc.herrgott.tennis@orange.fr,http://www.club.fft.fr/domont.tc
DEUIL USDEM TENNIS,None,bureau@deuil-tennis.fr,https://www.deuil-tennis.fr
Club athlétique de Vitry,None,None,http://www.club.fft.fr/cavitry
Cercle Amical et Sportif du Luxembourg,None,None,None
DASSAULT SPORTS TENNIS CLUB,None,secretariat@dassault-sports.fr,None
CT ROSE DES VENTS,0148682407,tennisrosedesvents@hotmail.com,https://www.facebook.com/profile.php?id=100005359065712
CSM ILE SAINT-DENIS,0954732818,tennis.isd@gmail.com,https://www.csm-isd.fr/tennis/
CSP FFT ILE DE PUTEAUX,None,accueil-iledeputeaux@fft.fr,https://www.fft.fr
CT DU PLESSIS TREVISE,0145768202,administratif@ctpt.fr,http://www.club.fft.fr/ct.plessis
CS TERNES PARIS,None,tennis@omnisports17.fr,http://www.csternes.paris
CSM EPINAY,0148418360,csme.tennis@orange.fr,None
CS Cr. AGRICOLE Cr. LYONNAIS,0130441686,ca.sports@credit-agricole-sa.fr,None
COSMA ARCUEIL,0146653142,cosma.tennis@gmail.com,http://www.club.fft.fr/cosma
COSEG CORBEIL,0169132538,TENCOS@ORANGE.FR,None
COURTRY TC,None,courtrytc@fft.fr,http://www.club.fft.fr/courtrytc
COURCELLES (TENNIS CLUB),0148880017,None,None
COUBRON TENNIS CLUB,0143512091,michel.metenier@fft.fr,http://www.club.fft.fr/tccoubronnais
COURBEVOIE ST,0143333481,info@courbevoiest.com,https://www.courbevoie-sport-tennis.com
COURDIMANCHE T.C,None,tc.courdimanche@gmail.com,http://www.club.fft.fr/tc.courdimanche
CORMEILLAIS (ACS),0139780795,acsctennis@sfr.fr,http://www.acsc-tennis.com
CLUB TENNIS ENTREPRISE FFT,0147434554,abaillif@fft.fr,http://www.fft.fr
COMBS LA VILLE TC,0973152597,tccombsbureau@gmail.com,http://www.club.fft.fr/tc.combs
CM AUBERVILLIERS,0148347312,miramont.nicole@neuf.fr,http://www.cmatennis.fr
CO  CHENNEVIERES,0611305805,contact@coctennis.com,http://www.coctennis.com
COLOMBES (TC),0147859235,ctcolombes@fft.fr,https://www.colombes-tennis-club.com/
CLUB SPORTIF PARIS 19,None,afvinot@noos.fr,None
CLUB SPORTIF ET ARTISTIQUE DU FORT DU KREMLIN BICE,0156205530,tennis-csafkb@gmx.fr,http://csafkb.e-monsite.com
CLUB SPORTIF MULTISPORTS DU XXÈME,None,tennis20csm@gmail.com,http://tennis.csm20.com/
CLUB RECHERCHE ET LOISIRS 10EME,0148033322,information-ej@asso-crl10.net,http://www.crl10.net
CLUB LA THEUILLERIE,None,None,None
CLUB MESSIDOR,0609441361,club.messidor@yahoo.fr,None
CLUB FUN TENNIS,None,rvmoulin92@icloud.com,http://www.funtennis.fr
CLUB DEFENSE BALARD ARCUEIL,0988682078,contact@cdba.club,https://www.cdba.club
CLUB ETRANGERS FEDERATION,None,None,None
CLUB AULNAYSIEN DE TENNIS,0637780223,clubaulnaysientennis@wanadoo.fr,http://www.club.fft.fr/cat
CLUB ADMINISTRATIF FFT(ETRANGER),None,None,None
CLUB ADMINISTRATIF FFT,None,None,None
CHEMINOTS OUEST RIVE GAUCHE US,0140921299,uscorg@club-internet.fr,http://www.uscog.com
CLICHY (CS),0147318764,csclichytennis@fft.fr,http://www.csclichytennis.com
CHEMINOTS ATHLETIC PARIS NORD,0142058464,None,None
CLAMART (TC),0147361723,tennis.clamart@fft.fr,https://www.tcclamart.com
CHEMINOTS DE L'EST A.S.,None,None,None
CHEMINOTS DE L'OUEST (AS),0147807877,asco.tennis@orange.fr,http://www.club.fft/asco_new
CHEMINOT VAUGIRARD T.C,0148285398,secretariat@tccvaugirard.fr,http://www.club.fft.fr/tcc.vaugirard
CHAVILLE (CT),0147504228,club.tennis-chaville@fft.fr,http://www.ct-chaville.fr
CHELLES TENNIS AS,0160082950,aschellestennis@wanadoo.fr,https://tennis-chelles.fr/
CHELLES  LE C O C E P,None,chellescocep@fft.fr,http://www.club.fft.fr/chellescocep
CHATILLONNAIS (TCM),0146543927,contact@tcmchatillon.fr,http://www.tcmchatillon.fr
CHATENAY-MALABRY TENNIS,0143504631,secretariat@cmtennis.fr,http://www.cmtennis.fr/
CHANTIER/UNION ATHLETIQUE DU/,None,courier@lechantier.asso.fr,http://www.lechantier.asso.fr
CHAMPS SUR MARNE TC,0164687065,tcchamps77@gmail.com,http://tcchamps.fr/
CD VAL DE MARNE,0143398558,comite.val-de-marne@fft.fr,https://tennis-idf.fr/val-de-marne
CEE 92 (AS),0146038449,None,None
CD YVELINES,0130545112,comite.yvelines@fft.fr,http://www.comite.fft.fr/yvelines/yvelines_new_a/
CD VAL D'OISE,0134339500,comite.valdoise@fft.fr,http://www.comite.fft.fr/Val-d-oise
CD SEINE ST DENIS,0148199315,comite.seine-saint-denis@fft.fr,http://www.comite.fft.fr/seine-saint-denis
CD SEINE ET MARNE,0160059191,comite.seine-et-marne@fft.fr,http://www.comite.fft.fr/seine-et-marne
CERGY TC,0161032882,tc-cergy@fft.fr,http://www.club.fft.fr/tccergy
CHAMPIONNET SPORTS,0142298479,tennis@championnet-sports.fr,https://www.championnet-sports.fr/page/1513721-tennis
CD HAUTS DE SEINE,0141398400,comite.hautsdeseine@fft.fr,None
CD ESSONNE,0169466131,comite.essonne@fft.fr,http://www.comite.fft.fr/essonne/
CASL Cercle culturel et Athlétique St LEON,None,tennis@saintleon.com,https://jeunes.saintleon.com/page/245970-tennis
CASTEL CLUB LOUVECIENNES,None,None,https://castelclub.fr
CAISSE D'EPARGNE PARIS A.S.,0145909264,None,None
C.T. DAMPIERRE,0670883310,tennisclubdampierre@gmail.com,https://www.tennisclubdampierre.com/
C.T. VILLEJUST,0169340860,tennisvillejust@gmail.com,http://ctvillejust.fr/
C.S.A BASE AERIENNE 107,0145073107,csaba1070@laposte.net,None
C.S. BRETIGNY,0160850431,cs.bretigny@fft.fr,http://www.club.fft.fr/cs.bretigny
C.O. VIGNEUX,0178845264,co.vigneux-tennis@sfr.fr,http://www.tennis-vigneux.fr
C.O. SAVIGNY TENNIS,0169058513,cosavignytennis@free.fr,http://www.club.fft.fr/co.savigny
C.S. QUINCY,0169007217,csquincytennis@gmail.com,http://club.fft.fr/tc.quincy91/
C.O. SACLAY,None,saclaytennis@gmail.com,http://www.saclaytennis.fr
C.S. MARNE,0148831726,tenniscsmarne@gmail.com,http://www.club.fft.fr/csmarne
C.T. CHAVENAY,0130544956,tennis.chavenay@free.fr,http://www.tennis-chavenay.fr
C.L.O.C. ACHERES,0139116947,tennis@cloca.fr,https://www.tennishr.cloca.fr/
C.O. COURCOURONNES Tennis,0174572226,coctennis.contact@gmail.com,http://www.club.fft.fr/co.courcouronnes
C.F.S. GOMETZ LA VILLE TENNIS,None,tennisclubgometz.cfs@gmail.com,http://www.club.fft.fr/atgv
VAUX PATIS TC,None,favre.c@free.fr,http://vauxpatis.free.fr
VERNY TC,0638657941,tcverny@fft.fr,http://www.club.fft.fr/tc-verny
TREMERY TC,0640685818,tctremery@orange.fr,http://tennis-tremery.mdsp.fr
THIONVILLE MOSELLE TC,None,tcthionville@wanadoo.fr,None
THIONVILLE GUENTRANGE TC,0382348637,tcgt@wanadoo.fr,http://www.club.fft.fr/tc.guentrange.th
THIONVILLE GAZ ELEC AS,None,None,None
YUTZ TC AEROPARC,0621474958,secretairetennisyutz@orange.fr,http://tcyutzaeroparc.wix.com/tcya
THIAUCOURT TC,0618479437,None,None
TC SARRE UNION,None,rieb.didier@orange.fr,None
TALANGE TC,0688718622,tctalange@gmail.com,http://www.club.fft.fr/tctalange
TERVILLE TC,0620145352,tctervillois@yahoo.fr,http://www.club.fft.fr/tc.tervillois
WOIPPY AST,None,astwoippy@gmail.com,http://www.club.fft.fr/astwoippy
SCY CHAZELLES TC,0387603256,christian.escoffier48@sfr.fr,http://www.club.fft.fr/tc.scy-chazelles
