business_name,full_adress,zip_code,phone,license,job_cost,rating,reviews,website,url
Cedarbrook Outdoor Design/Build,"2303 Back Acre Circle Mount Airy, Maryland, United States",21771,(301) 804-2792,MHIC#,None,4.8,28,https://www.houzz.com/trk/aHR0cHM6Ly9jZWRhcmJyb29raW5jLmNvbQ/82aad0f546cbff3d580b9db3af38df8e/ue/OTE2NzE4Mw/a95f3aa1e66e95f82c80d9be2c5c62b5,https://www.houzz.com/professionals/general-contractors/cedarbrook-outdoor-design-build-pfvwus-pf~562679723
"Sippican Partners Construction, LLC","283 River Street Ashland, New Hampshire, United States",03217,(603) 968-7711,None,"$250,000 - 10,000,000",5.0,25,https://www.houzz.com/trk/aHR0cDovL3d3dy5zaXBwaWNhbnBhcnRuZXJzLmNvbQ/f92db315193d4901d19a8f7655218f16/ue/NDc4MTQ1Mg/3cbbeea80907c2c6276b4d33f4e5faeb,https://www.houzz.com/professionals/general-contractors/sippican-partners-construction-llc-pfvwus-pf~663092964
Glover Roofing,"500 E Calaveras Blvd Ste 190 Milpitas, CA 95035 Milpitas, California, United States",93035,(408) 906-8025,None,None,5.0,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5nbG92ZXJyb29maW5nLmNvbS8/906c15f0869d34d74a6523e649b926eb/ue/NTQ4NzQ3MzE/3be7e0bab649a57072c1c62d2f0b8ab7,https://www.houzz.com/hznb/professionals/general-contractors/glover-roofing-pfvwus-pf~1765090459
Attaway Homes,"537 Northill Drive Richardson, Texas, United States",75080,(214) 763-2200,None,"$100,000 - 5,000,000",5.0,27,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdHRhd2F5aG9tZXMuY29t/94edbeb25f9f30a15ca8b2aaedbd71d7/ue/MTYzMjIyNQ/7a4b6406a9a8f55d85b409c234a3637b,https://www.houzz.com/professionals/general-contractors/attaway-homes-pfvwus-pf~2080440257
FD Building Company,"185 Montauk Highway Westhampton Beach,, New York, United States",11978,(631) 779-2859,SH,"$10,000 - 1 million",4.8,29,https://www.houzz.com/trk/aHR0cDovL3d3dy5mZGJ1aWxkaW5nLmNvbQ/ee6eac543242102725f950121f34478b/ue/NTEyNTg4Nw/fcb69048e5b3578a2908998cc7c322ca,https://www.houzz.com/professionals/general-contractors/fd-building-company-pfvwus-pf~1099272915
APEX@HOME,"1907 Ross Lane Highlands Ranch, Colorado, United States",80126,(303) 517-3899,A05023,None,5.0,35,https://www.houzz.com/trk/aHR0cDovL0FwZXhob21lc2VydmljZXMuY29t/45da2caed8c08664db4bd1d486082690/ue/NjUyOTk3Nw/173628e97be3b70a3fe1e9c8b2a6d8a4,https://www.houzz.com/professionals/general-contractors/apexhome-pfvwus-pf~1292323717
Magnolia Home Remodeling Group,"1640 Vauxhall Road Union, New Jersey, United States",07083,(855) 624-6655,13VH07755300,"$3,000 - 500,000",4.8,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5tYWdub2xpYWhvbWVyZW1vZGVsaW5nLmNvbQ/08a90e74b0f7f45ca15b66e7bc4beeef/ue/MTEwMjk1NzI/cd0a288bb770eb84801bd6bbf535568b,https://www.houzz.com/professionals/general-contractors/magnolia-home-remodeling-group-pfvwus-pf~915142008
Attic Leader,"Oxnard, California United States",None,(877) 540-5427,None,None,5.0,32,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdHRpY2xlYWRlci5jb20v/b3ee6746676e459bed28569aec9ffc1e/ue/NTQ3NTk5MDU/9fbd17a6e532fe37bcda991b0bcfa353,https://www.houzz.com/professionals/general-contractors/attic-leader-pfvwus-pf~2083866785
Attic Prime,"Pomona, California United States",None,(877) 599-5522,None,None,5.0,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdHRpY3ByaW1lLmNvbS8/95362c72604ff32957d1725d003ed4f2/ue/NTQ3NzQzODY/fa32665e7b912bef81640e29bfb76482,https://www.houzz.com/professionals/general-contractors/attic-prime-pfvwus-pf~1513442586
Reve Design & Custom Construction,"PO BOX 27235 Tempe, Arizona, United States",85285,(602) 353-7033,ROC#,"$60,000 - 4 million",5.0,33,https://www.houzz.com/trk/aHR0cDovL3JldmVkZXNpZ25jYy5jb20v/d90c30a20cc3c2eae46c3aaaabb8b326/ue/MzQyMjkzNzk/60c705acb27e22868cd932b957cd09b6,https://www.houzz.com/professionals/general-contractors/reve-design-and-custom-construction-pfvwus-pf~941741431
Groysman Construction,"San Diego, California, United States",92128,(858) 683-8730,942382,"$5,000 - 250,000",4.9,31,https://www.houzz.com/trk/aHR0cDovL3d3dy5ncm95c21hbmNvbnN0cnVjdGlvbi5jb20v/139fa1e5a2d2724676ee27bd4de51175/ue/OTYxNzM3OQ/a797b973ff5cfcf2d738b603d406938b,https://www.houzz.com/professionals/general-contractors/groysman-construction-pfvwus-pf~2013813315
Turner Troxell Company,"1102 East Joppa Road Towson, Maryland, United States",21286,(410) 618-1584,None,None,5.0,32,https://www.houzz.com/trk/aHR0cDovL3d3dy50dXJuZXJ0cm94ZWxsLmNvbS8/997986e70c3120976e6b427b68b2c5dc/ue/MTczNzQ3OA/9f21c2df6a4cdb9858a8984fffcdd77b,https://www.houzz.com/professionals/general-contractors/turner-troxell-company-pfvwus-pf~847305102
"Construction Services & Innovations II, Inc","Jacksonville, Florida, United States",32266,(904) 759-1003,Licensed,"$6,000 - 500,000",5.0,31,https://www.houzz.com/trk/aHR0cDovL3d3dy5DU0lyZW5vdmF0ZS5jb20/d6687f903f2041a051a860fb5c8d80e6/ue/MTk1MzcyNDE/c92377b03493c6a8057e9d4a4c8e5178,https://www.houzz.com/professionals/general-contractors/construction-services-and-innovations-ii-inc-pfvwus-pf~219402345
Brothers Services Company,"111 Hanover Pike Hampstead, Maryland, United States",21074,(410) 324-3921,MHIC,None,4.9,35,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYnJvdGhlcnNzZXJ2aWNlcy5jb20/f3f5aab16b10628bad047f5534cfa425/ue/MTI3MzcwNjQ/ac27f62ad831b4e7149247ac94219464,https://www.houzz.com/professionals/general-contractors/brothers-services-company-pfvwus-pf~1863144476
DR.PAVERS,"Harrison, New York, United States",10528,(914) 400-8295,WC,None,4.9,38,https://www.houzz.com/trk/aHR0cDovL0RPQ1RPUlBBVkVSUy5QUk8/b79cd4d6477650ea8d141550223ec0a3/ue/Mzc2MzM1ODg/48e492b7831431030253d20f48f8a83e,https://www.houzz.com/professionals/general-contractors/dr-pavers-pfvwus-pf~1453494876
"Silva Construction Group, Inc","7644-A Fullerton Rd, Springfield, Virginia, United States",22153,(703) 350-0180,2705132563,"$10,000.00 - $900.000.00",5.0,26,https://www.houzz.com/trk/aHR0cDovL3d3dy5zaWx2YWNvbnN0cnVjdGlvbmdyb3VwaW5jLmNvbQ/0c062675c28e16502c5829c88d600529/ue/MTU1MjI5OA/6b1302fa911938ec62937198d005156e,https://www.houzz.com/professionals/general-contractors/silva-construction-group-inc-pfvwus-pf~1795164998
Sculpture Cabinetry & Renovation LLC,"8169 Arnold rd Ira Township, Michigan, United States",48023,(586) 615-7061,2102194899,"$1,000 - 400,000",5.0,34,https://www.houzz.com/trk/aHR0cDovL3d3dy5zY3VscHR1cmVjYWJpbmV0cnkuY29tLw/7fe7b9300dbb1ad9ce0f1718b355dc2a/ue/OTcyMzU4Nw/0bfb74ed5f3519bbabfdbebccf882856,https://www.houzz.com/professionals/general-contractors/sculpture-cabinetry-and-renovation-llc-pfvwus-pf~940061779
Midwest Construction Company of Barrington Inc,"110 S. Wynstone Park Drive unit # 103 North Barrington, Illinois, United States",60010,(847) 985-0800,None,"$10,000 - 500,000",4.7,31,https://www.houzz.com/trk/aHR0cDovL21pZGNvbmNvLmNvbQ/baf121ccb6ef3cb1ed8a80c1b6b089a2/ue/MzY1MTEzNQ/8035f25a651aa9caf53e96708398ba89,https://www.houzz.com/professionals/general-contractors/midwest-construction-company-of-barrington-inc-pfvwus-pf~1099041503
J.M. Froehler Construction,"2251 W Great Neck Rd Virginia Beach, Virginia, United States",23451,(757) 802-7182,None,"$30,000 - 5 million",5.0,35,https://www.houzz.com/trk/aHR0cDovL3d3dy5WQUJlYWNoQnVpbGRlci5jb20/608b75f4195a1eca3f34ba6b0ff369cf/ue/MjEwOTMzMQ/a54d4c6a903a978989de93b76759420a,https://www.houzz.com/professionals/general-contractors/j-m-froehler-construction-pfvwus-pf~402879303
SAC Remodeling,"88 S 760 E Kaysville, Utah, United States",84037,(801) 666-2523,6960831-5501,"$125,000 - 750,000",4.8,30,https://www.houzz.com/trk/aHR0cDovL3d3dy5zYWNyZW1vZGVsaW5nLmNvbQ/436c79011419e88ad64691e34b85feba/ue/Nzg0MTkxMw/d0aafe827fe44a503f3311903d2adfe6,https://www.houzz.com/professionals/general-contractors/sac-remodeling-pfvwus-pf~1292241721
Kyvos Construction,"118 Ramona street Pittsburgh, California, United States",94565,(510) 849-6790,1030719,"$40,000 - 10 million",4.9,32,https://www.houzz.com/trk/aHR0cDovL2t5dm9zY29uc3RydWN0aW9uLmNvbQ/f51ec76e8cd44b32bb9a919e2194e63d/ue/NTYxNTcxNDY/d92d03c50101f6e4f073769f213208a1,https://www.houzz.com/professionals/general-contractors/kyvos-construction-pfvwus-pf~188022658
Primaris Construction,"Las Vegas, Nevada, United States",89120,(702) 823-3895,None,None,4.8,34,https://www.houzz.com/trk/aHR0cDovL3ByaW1hcmlzY29uc3RydWN0aW9uLmNvbQ/9a71a63db6c68afe9f92d0fe8b4ae431/ue/MTg0MzY2NTA/f178eb6683c558118f31f4b2d1b20288,https://www.houzz.com/professionals/general-contractors/primaris-construction-pfvwus-pf~1796269214
"Red River Remodelers, LLC","818 Montrose Dr. Shreveport, Louisiana, United States",71106,None,881380,None,4.9,34,https://www.houzz.com/trk/aHR0cDovL3JlZHJpdmVycmVtb2RlbGVycy5jb20/230ba69d4a21b88993fe8bdd1daf9823/ue/MzYwNjY4/5d06f1c4e6dd1e690b024c001b785c05,https://www.houzz.com/professionals/general-contractors/red-river-remodelers-llc-pfvwus-pf~125905328
Jeff King & Company,"884 Geary Street San Francisco, California, United States",94109,(415) 221-5012,772547,$1 million - 10 million,5.0,27,https://www.houzz.com/trk/aHR0cHM6Ly9qZWZma2luZ2FuZGNvLmNvbQ/a4d9276f8d161b95d56fd924807793a7/ue/NTU1NDEy/1748d839252cbdb0558f41af6d4e3684,https://www.houzz.com/professionals/general-contractors/jeff-king-and-company-pfvwus-pf~377615908
Skyline Construction And Remodeling,"20058 Ventura Blvd #204 Woodland Hills, California, United States",91364,(888) 216-1885,859873,None,4.9,34,https://www.houzz.com/trk/aHR0cDovL2VyaWNzc2t5bGluZS5ob3V6ei5jb20/f3d403812a4f11d926df5f37ab836299/ue/NjcyMTQyNQ/4a690ef1aded068dacc97bac521641db,https://www.houzz.com/professionals/general-contractors/skyline-construction-and-remodeling-pfvwus-pf~470227269
A Perfect Coverage,"Streetsboro, Ohio, United States",44241,(440) 571-7592,None,None,5.0,27,https://www.houzz.com/trk/aHR0cDovL3d3dy5hcGVyZmVjdGNvdmVyYWdlLmNvbS8/bfbaad2dd111d4913b0d1b601fb592bd/ue/MjcxNjI0MzE/0ff3073a55c51d8108c13e588c1c65af,https://www.houzz.com/professionals/general-contractors/a-perfect-coverage-pfvwus-pf~1100519119
"The Construction Coordinators, LLC","514 Bluff Heights Dr. SE Lonsdale, Minnesota, United States",55046,(612) 255-1521,BC639533,"$10,000 - 1.5 million",5.0,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5UQ0NNTi5jb20/3b39661aedfa1b1cfe135314aee8908e/ue/NDQwODAwMw/716f01571b7959ea30731f0024cf704e,https://www.houzz.com/professionals/general-contractors/the-construction-coordinators-llc-pfvwus-pf~939869587
"Denlinger Construction Services, Inc.","119 S. Elm St. Troy, Ohio, United States",45373,(937) 604-8849,None,None,5.0,29,https://www.houzz.com/trk/aHR0cDovL3d3dy5EQ1NyZW1vZGVsaW5nLmNvbQ/de056cdbd6e48c57af6e2aeace0aa29f/ue/MjQ1MjYx/651e5d33145fbc19cdbd757277b97fa8,https://www.houzz.com/professionals/general-contractors/denlinger-construction-services-inc-pfvwus-pf~629230173
Attic Chief,"11836 Downey Ave #55, Downey, CA, Downey, California United States",90241,(877) 547-5037,None,None,5.0,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdHRpY2NoaWVmLmNvbS8/93e6978e3416ebc25f918a4611cf956a/ue/NTQ3NjkwMDE/abd3ae0b612d68af260468bc327df8fe,https://www.houzz.com/professionals/general-contractors/attic-chief-pfvwus-pf~1832209129
SOMAT Remodeling Services LLC,"Silver Spring, Maryland United States",None,(301) 283-1328,112229,"$6,000.00 - 500,000.00",5.0,32,https://www.houzz.com/trk/aHR0cDovL3NvbWF0aG9tZXJlbW9kZWxpbmcuY29tLw/132f9c4dd9ca717a61a73c0374b79905/ue/Mzg0MjYyNTE/1fb4b23e98d7b9505508c941a8c7121e,https://www.houzz.com/professionals/general-contractors/somat-remodeling-services-llc-pfvwus-pf~690345175
Cali Builders & Construction Inc.,"4515 Van Nuys Blvd. Suite 401 Los Angeles, California, United States",91403,(800) 863-0011,1051566,None,5.0,32,https://www.houzz.com/trk/aHR0cDovL3d3dy5jYWxpLWJ1aWxkZXJzLmNvbQ/5022d1b927078a2fa78a3b45a24a8183/ue/NTQ4OTQ1MzI/9178c0a7a8cb4574ec1ab80f79ac5601,https://www.houzz.com/professionals/general-contractors/cali-builders-and-construction-inc-pfvwus-pf~917841984
John Mondloch Remodeling,"8046 Sterling Drive St. Joseph, Minnesota, United States",56374,(320) 259-1244,None,None,4.8,36,https://www.houzz.com/trk/aHR0cDovL3d3dy5tb25kbG9jaHJlbW9kZWxpbmcuY29t/01258faea352e2f4632f45dc2422a875/ue/MTY2NTU2NTU/d80d95f4eea4f2a5177500e5b7b8b081,https://www.houzz.com/professionals/general-contractors/john-mondloch-remodeling-pfvwus-pf~1888392175
Masterwork Builders,"Box 23 Carmel, California, United States",93921,(831) 229-8628,None,"$500,000 - 4 million",5.0,19,https://www.houzz.com/trk/aHR0cDovL21hc3RlcndvcmtidWlsZGVycy5jb20/4d57daff2d242b01f15c91604e1f7ac4/ue/MTMxMTk1OQ/78d76db207f8e0b204590b932c976003,https://www.houzz.com/professionals/general-contractors/masterwork-builders-pfvwus-pf~276836851
Schock Construction Inc,"Sammamish, Washington, United States",98075,(425) 766-0479,SCHOCCI898KR,None,5.0,21,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuc2Nob2NrY29uc3RydWN0aW9uaW5jLmNvbS8/e46539757e5e96ce7616774fbd777149/ue/MjUzMjA3/70909f6f393b0efa9aeb0635dedc900d,https://www.houzz.com/professionals/general-contractors/schock-construction-inc-pfvwus-pf~276909167
"Andregg Contracting, Inc. - Remodeling Specialists","Lucas, Texas, United States",75035,(972) 734-1686,None,"$10,000 - 2 million",4.9,27,https://www.houzz.com/trk/aHR0cDovL3d3dy5hbmRyZWdnY29udHJhY3RpbmcuY29t/8eb2a0de667adf265a35bb7cc800f0ac/ue/Nzg5NjA3/27b24911e5d07bdd7223d45217f9e48b,https://www.houzz.com/professionals/general-contractors/andregg-contracting-inc-remodeling-specialists-pfvwus-pf~1887547771
Travis Miller Homes,"Nixa, Missouri, United States",65714,(417) 838-3120,None,"$300,000 - 3,000,000",5.0,21,https://www.houzz.com/trk/aHR0cDovL3d3dy50cmF2aXNtaWxsZXJob21lcy5jb20/9b836d3a92cc6e0bfde80660202fb300/ue/NzI4ODA5/d4239aa443e7870970e2c1aa9908dedc,https://www.houzz.com/professionals/general-contractors/travis-miller-homes-pfvwus-pf~1828831313
"Cornerstone Remodeling, Ltd","Richfield / Muskego, Wisconsin, United States",53076,(414) 928-2267,None,"$20,000 - 1 million",5.0,31,https://www.houzz.com/trk/aHR0cHM6Ly9jb3JuZXJzdG9uZXJlbW9kZWx3aS5jb20/d9cd8c44a8e7057628a8145741b4ebac/ue/MzI5NTA4MTg/5d00a781a1f36cf9357e0b409d61a530,https://www.houzz.com/professionals/general-contractors/cornerstone-remodeling-ltd-pfvwus-pf~2048793886
Metro Renovation Construction,"2660 NE 189 St Miami, Florida, United States",33180,(844) 315-3667,CBC1263915,"$50,000 - 10 million",5.0,31,https://www.houzz.com/trk/aHR0cDovL21yY21pYS5jb20/f92d66b96679170148dfb924078d03d5/ue/MzQ4Njk3Mg/94110ecf39088cc373eb8c0bda0e8a2f,https://www.houzz.com/professionals/general-contractors/metro-renovation-construction-pfvwus-pf~1199710960
J.Costa Construction,"560 19th Street Brooklyn, New York, United States",11218,(646) 996-4311,1166036,None,5.0,31,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuamNvc3RhY29uc3RydWN0aW9uLmNvbQ/aabbe999ebedf9d60e9333ccb2db5ed4/ue/OTM1MDk1Nw/19e6b573415ee9bb49b2e7908e7da6be,https://www.houzz.com/professionals/general-contractors/j-costa-construction-pfvwus-pf~1703517005
Rebuild,"PO Box 13372 Portland, Oregon, United States",97213,(503) 329-0937,188640,"$200,000 - 1 million",5.0,23,https://www.houzz.com/trk/aHR0cHM6Ly9yZWJ1aWxkcGR4LmNvbQ/0dde22118b874e62dc238be2745b08cf/ue/MjEzOTUz/9afa1a1d699c2d7b764eb0d6e0325cfc,https://www.houzz.com/professionals/general-contractors/rebuild-pfvwus-pf~1006716289
"Kinesis Construction, Inc","911 N 67th St Seattle, Washington, United States",98103,(206) 930-1659,KINESCI009PC,"$100,000 - And Above",5.0,34,https://www.houzz.com/trk/aHR0cDovL2tpbmVzaXNjb25zdHJ1Y3Rpb24uY29tLw/9b20c701fdf0fe805f1224e4efbb193b/ue/MTE3NjAyODM/ea86e22994cca5d7c52c63aaabedbd87,https://www.houzz.com/professionals/general-contractors/kinesis-construction-inc-pfvwus-pf~151668375
Cosmic Renovation,"1070 Concord Ave. Concord, California, United States",94520,(877) 653-9899,None,None,5.0,32,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuY29zbWljcmVub3ZhdGlvbi5jb20v/c9d7e1e7564e5ffedc3fa3ce6372f517/ue/NTU1MzEyNzk/47cce61edfa141aceba3800338af3f9f,https://www.houzz.com/professionals/general-contractors/cosmic-renovation-pfvwus-pf~565544143
Done Right Remodeling & Design Inc,"864 Grand Ave suite 416 San Diego, California, United States",92109,(800) 648-6639,1072372,None,5.0,20,https://www.houzz.com/trk/aHR0cHM6Ly9kb25lcmlnaHRyZW1vZGVsaW5nYW5kZGVzaWduLmNvbS8/d641624ed7d1554415287d0f5428b1b7/ue/NjUxMzY0MjY/653dc2508823304ceedccdd4d2faa78b,https://www.houzz.com/professionals/general-contractors/done-right-remodeling-and-design-inc-pfvwus-pf~1799319502
America's Dream HomeWorks,"7115 Watt Ave, #100, North Highlands, California, United States",95660,(916) 975-8673,853669,"$10,000 - 100,000",4.8,36,https://www.houzz.com/trk/aHR0cDovL3d3dy5kcmVhbWhvbWV3b3Jrcy5jb20/89a2b8c01086be88b797632320add931/ue/OTc5NzU0Ng/73eb753a80d177afb7a64cf53f172c04,https://www.houzz.com/professionals/general-contractors/america-s-dream-homeworks-pfvwus-pf~1795696198
The Golden Hand,"Chester Springs, Pennsylvania, United States",19425,(484) 550-6009,PA091641,"$3,500 - 100,000",5.0,34,https://www.houzz.com/trk/aHR0cDovL3d3dy5UaGVHb2xkZW5IYW5kcy5jb20/f84db73b3e62f8991d09eb268e0eef38/ue/MjAyOTU0ODI/7d10b30fde2638895772b796346b1c40,https://www.houzz.com/professionals/general-contractors/the-golden-hand-pfvwus-pf~1259481934
"BaseLine Construction, LLC","Woodstock, Georgia, United States",30189,(404) 620-5212,RBCO006273,"$10,000 - 1,000,000",5.0,31,https://www.houzz.com/trk/aHR0cDovL3d3dy5iYXNlbGluZWNvbnN0cnVjdGlvbmdhLmNvbQ/7c02d2c83e700c8674318bb8781eb4a0/ue/MjEwMjIwMzM/3f54a230dae8e3418900a7c35e061431,https://www.houzz.com/professionals/general-contractors/baseline-construction-llc-pfvwus-pf~471170537
Anthony Company Builders LLC,"Omaha, Nebraska, United States",68130,(402) 650-4744,18163,None,5.0,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5hbnRob255Y29tcGFueWJ1aWxkZXJzLmNvbQ/c37892c970051a57f82f984a66afd03e/ue/OTYyMjA/fd6822d6bb879ea325128c8c2d4a00bd,https://www.houzz.com/professionals/general-contractors/anthony-company-builders-llc-pfvwus-pf~125920960
Artistic Stone Design,"11321 International Drive Richmond, Virginia, United States",23236,(804) 594-7069,2705132402,"$1,000 - 10,000",4.8,33,https://www.houzz.com/trk/aHR0cDovL3d3dy5hcnRpc3RpY3N0b25lcmljaG1vbmQuY29t/25ef3c8df9e78111291c8394dfb1c609/ue/MTEyNzMxNTM/58a4a0429a9b8a813294bf80699ed751,https://www.houzz.com/professionals/general-contractors/artistic-stone-design-pfvwus-pf~1007399297
Bourke Construction Inc.,"816 MANZANITA DR. LAGUNA BEACH, California, United States",92651,(714) 733-1581,717199,"$20,000 - 40 million",4.9,32,https://www.houzz.com/trk/aHR0cDovL2JvdXJrZWNvbnN0cnVjdGlvbk9DLmNvbQ/ebb34e46bca641ffa0d6292f603f1ce5/ue/MTI5MzA3MA/ea9d78f89923202ed9e3fdd578908afb,https://www.houzz.com/professionals/general-contractors/bourke-construction-inc-pfvwus-pf~595610126
JustCasa,"25 June Street Lindenhurst, New York, United States",11757,(973) 604-4317,None,None,5.0,20,https://www.houzz.com/trk/aHR0cDovL3d3dy5qdXN0Y2FzYS5iaXo/aeaf198696fa18b828903f91f59855d6/ue/NjYxMDQ1ODg/35b355331123b1a1e0c14be312620ba6,https://www.houzz.com/professionals/general-contractors/justcasa-pfvwus-pf~666794860
MK Remodeling & Design,"8051 E Plymouth Mesa, Arizona, United States",85207,(480) 677-9829,267046,"$10,000 - 150,000",5.0,35,https://www.houzz.com/trk/aHR0cDovL3d3dy5ta3JlbW9kZWxpbmcuY29t/5a49a76dc12bff69924eb5ddf7c71049/ue/NzYwMjEw/ef501f476135bb51543cb5ad32262a8d,https://www.houzz.com/professionals/general-contractors/mk-remodeling-and-design-pfvwus-pf~436324390
Dream Weaver Building & Remodeling,"11225 Crofton Overlook Ct Johns Creek, Georgia, United States",30097,(770) 527-4822,RBCO004686,"$10,000 - 850,000",5.0,33,https://www.houzz.com/trk/aHR0cDovL2RyZWFtd2VhdmVyYnIuaG91enouY29t/6d538239c559a8402038bf62f4c4908e/ue/NTQzNTIxMQ/bb78890cc34ece99ff75693e98ebe3a3,https://www.houzz.com/professionals/general-contractors/dream-weaver-building-and-remodeling-pfvwus-pf~688152395
Imagine Construction,"Danville, California, United States",94526,(925) 621-0665,904908,"$10,000 - 3,000,000",4.9,13,https://www.houzz.com/trk/aHR0cDovL3d3dy5pbWFnaW5lY29uc3QuY29t/c6aad3355b7734a43deb99aff2391218/ue/NzY4NTcy/787a353e22f1d1bc7af41e800d5405e1,https://www.houzz.com/professionals/general-contractors/imagine-construction-pfvwus-pf~1199688220
LU Construction,"San Jose, California, United States",95128,(888) 535-5206,1046963,"$25,000 - 300,000",5.0,30,https://www.houzz.com/trk/aHR0cHM6Ly9sdS1jb25zdHJ1Y3Rpb24uY29tLw/f9efeb244ebed23155ad2bb4bca2b762/ue/MzU0MDIzMzM/ecff1770881d2cf38fdf93f9d2374c27,https://www.houzz.com/professionals/general-contractors/lu-construction-pfvwus-pf~94417561
Woodwright Custom Builders LLC,"Meridian, Idaho, United States",83646,(208) 806-2284,RCE-33256,"$30,000 - 550,000",5.0,19,https://www.houzz.com/trk/aHR0cDovL3d3dy53b29kd3JpZ2h0Y3VzdG9tYnVpbGRlcnMuY29t/6e1ea5bf901a41ff84537e0cec909a55/ue/MTI4MTYwMA/b06418ff61563f5ea3055ded89edb2f3,https://www.houzz.com/professionals/general-contractors/woodwright-custom-builders-llc-pfvwus-pf~1040206168
Novel Remodeling,"1015 Gayley Avenue Los Angeles, California, United States",90024,(855) 456-6835,908461,"$5,000 - 50,000",4.9,32,https://www.houzz.com/trk/aHR0cHM6Ly93d3cubm92ZWxyZW1vZGVsaW5nLmNvbQ/c2ec097ae9b2fc3268ea89f5f4cb2623/ue/MTE5NjI5MDE/5a7665bd94c3c76bd3159a42ef9a9f59,https://www.houzz.com/professionals/general-contractors/novel-remodeling-pfvwus-pf~344594717
"Terry M. Elston, Builder","6800 Querbes Drive Shreveport, Louisiana, United States",71106,(318) 868-3043,None,None,5.0,27,https://www.houzz.com/trk/aHR0cDovL3d3dy50bWVidWlsZGVyLmNvbQ/910855bdb2d076ae493a73e8ab357ca9/ue/Mjc4MjE2NA/11d034bea735b7d45fd3fb6454d2ab0d,https://www.houzz.com/professionals/general-contractors/terry-m-elston-builder-pfvwus-pf~377738880
